instanceId,mode,date,durationSeconds,pgcrLink
16562078834,3,"2025-09-26T13:03:35Z",455.0,https://www.bungie.net/en/PGCR/16562078834
16562063609,3,"2025-09-26T12:44:18Z",433.0,https://www.bungie.net/en/PGCR/16562063609
16562057029,3,"2025-09-26T12:43:29Z",77.0,https://www.bungie.net/en/PGCR/16562057029
16561956027,2,"2025-09-26T09:41:34Z",1610.0,https://www.bungie.net/en/PGCR/16561956027
16561938377,3,"2025-09-26T09:23:18Z",753.0,https://www.bungie.net/en/PGCR/16561938377
16561927272,3,"2025-09-26T09:08:28Z",420.0,https://www.bungie.net/en/PGCR/16561927272
16561922305,3,"2025-09-26T08:51:17Z",910.0,https://www.bungie.net/en/PGCR/16561922305
16561913105,3,"2025-09-26T08:44:53Z",291.0,https://www.bungie.net/en/PGCR/16561913105
16561909305,3,"2025-09-26T08:25:42Z",1068.0,https://www.bungie.net/en/PGCR/16561909305
16561897602,3,"2025-09-26T08:07:48Z",825.0,https://www.bungie.net/en/PGCR/16561897602
16560818932,3,"2025-09-25T15:59:44Z",762.0,https://www.bungie.net/en/PGCR/16560818932
16560790816,3,"2025-09-25T15:47:06Z",342.0,https://www.bungie.net/en/PGCR/16560790816
16560784117,3,"2025-09-25T15:40:57Z",335.0,https://www.bungie.net/en/PGCR/16560784117
16560775986,3,"2025-09-25T15:35:27Z",292.0,https://www.bungie.net/en/PGCR/16560775986
16560770003,3,"2025-09-25T15:28:03Z",409.0,https://www.bungie.net/en/PGCR/16560770003
16560762294,3,"2025-09-25T15:27:13Z",77.0,https://www.bungie.net/en/PGCR/16560762294
16560760456,3,"2025-09-25T15:20:36Z",309.0,https://www.bungie.net/en/PGCR/16560760456
16560754489,3,"2025-09-25T15:19:20Z",104.0,https://www.bungie.net/en/PGCR/16560754489
16559115747,6,"2025-09-24T12:21:15Z",1144.0,https://www.bungie.net/en/PGCR/16559115747
16554112067,4,"2025-09-21T09:10:44Z",10155.0,https://www.bungie.net/en/PGCR/16554112067
16550328708,2,"2025-09-19T09:32:34Z",654.0,https://www.bungie.net/en/PGCR/16550328708
16550322090,2,"2025-09-19T09:31:17Z",103.0,https://www.bungie.net/en/PGCR/16550322090
16550244506,3,"2025-09-19T07:26:26Z",231.0,https://www.bungie.net/en/PGCR/16550244506
16550241619,3,"2025-09-19T07:20:58Z",289.0,https://www.bungie.net/en/PGCR/16550241619
16550237986,3,"2025-09-19T07:15:59Z",268.0,https://www.bungie.net/en/PGCR/16550237986
16550234272,3,"2025-09-19T07:10:24Z",265.0,https://www.bungie.net/en/PGCR/16550234272
16550230166,3,"2025-09-19T07:04:38Z",252.0,https://www.bungie.net/en/PGCR/16550230166
16550226545,3,"2025-09-19T07:03:39Z",86.0,https://www.bungie.net/en/PGCR/16550226545
16550226080,3,"2025-09-19T06:57:23Z",325.0,https://www.bungie.net/en/PGCR/16550226080
16550221516,3,"2025-09-19T06:56:30Z",81.0,https://www.bungie.net/en/PGCR/16550221516
16550220775,3,"2025-09-19T06:50:31Z",330.0,https://www.bungie.net/en/PGCR/16550220775
16550216518,3,"2025-09-19T06:45:18Z",272.0,https://www.bungie.net/en/PGCR/16550216518
16550212565,3,"2025-09-19T06:43:04Z",135.0,https://www.bungie.net/en/PGCR/16550212565
16550210899,3,"2025-09-19T06:42:02Z",91.0,https://www.bungie.net/en/PGCR/16550210899
16550209706,3,"2025-09-19T06:40:10Z",86.0,https://www.bungie.net/en/PGCR/16550209706
16550208404,3,"2025-09-19T06:33:47Z",310.0,https://www.bungie.net/en/PGCR/16550208404
16550203808,3,"2025-09-19T06:26:43Z",322.0,https://www.bungie.net/en/PGCR/16550203808
16550198774,3,"2025-09-19T06:24:58Z",132.0,https://www.bungie.net/en/PGCR/16550198774
16549712452,2,"2025-09-18T23:09:36Z",832.0,https://www.bungie.net/en/PGCR/16549712452
16549692552,4,"2025-09-18T22:58:21Z",602.0,https://www.bungie.net/en/PGCR/16549692552
16549679603,4,"2025-09-18T22:51:15Z",433.0,https://www.bungie.net/en/PGCR/16549679603
16549669512,4,"2025-09-18T22:42:50Z",498.0,https://www.bungie.net/en/PGCR/16549669512
16549658807,4,"2025-09-18T22:37:20Z",335.0,https://www.bungie.net/en/PGCR/16549658807
16549651245,4,"2025-09-18T22:31:25Z",345.0,https://www.bungie.net/en/PGCR/16549651245
16549643113,4,"2025-09-18T22:23:23Z",470.0,https://www.bungie.net/en/PGCR/16549643113
16549632800,4,"2025-09-18T22:17:35Z",340.0,https://www.bungie.net/en/PGCR/16549632800
16549623816,4,"2025-09-18T22:06:18Z",629.0,https://www.bungie.net/en/PGCR/16549623816
16549608562,4,"2025-09-18T21:58:03Z",450.0,https://www.bungie.net/en/PGCR/16549608562
16549598244,4,"2025-09-18T21:48:48Z",546.0,https://www.bungie.net/en/PGCR/16549598244
16549585496,4,"2025-09-18T21:45:59Z",160.0,https://www.bungie.net/en/PGCR/16549585496
16549581986,4,"2025-09-18T21:41:03Z",296.0,https://www.bungie.net/en/PGCR/16549581986
16549574550,4,"2025-09-18T21:32:39Z",482.0,https://www.bungie.net/en/PGCR/16549574550
16549564079,4,"2025-09-18T21:28:06Z",271.0,https://www.bungie.net/en/PGCR/16549564079
16549557726,4,"2025-09-18T21:23:08Z",291.0,https://www.bungie.net/en/PGCR/16549557726
16549551210,4,"2025-09-18T21:17:28Z",344.0,https://www.bungie.net/en/PGCR/16549551210
16549543262,4,"2025-09-18T21:13:00Z",272.0,https://www.bungie.net/en/PGCR/16549543262
16549537410,4,"2025-09-18T21:05:27Z",453.0,https://www.bungie.net/en/PGCR/16549537410
16549522605,4,"2025-09-18T20:54:11Z",483.0,https://www.bungie.net/en/PGCR/16549522605
16549512017,4,"2025-09-18T20:49:58Z",261.0,https://www.bungie.net/en/PGCR/16549512017
16549505872,4,"2025-09-18T20:45:44Z",262.0,https://www.bungie.net/en/PGCR/16549505872
16549500081,4,"2025-09-18T20:40:52Z",300.0,https://www.bungie.net/en/PGCR/16549500081
16549493466,4,"2025-09-18T20:36:05Z",301.0,https://www.bungie.net/en/PGCR/16549493466
16549485915,4,"2025-09-18T20:31:24Z",278.0,https://www.bungie.net/en/PGCR/16549485915
16549479882,4,"2025-09-18T20:26:18Z",321.0,https://www.bungie.net/en/PGCR/16549479882
16549472521,4,"2025-09-18T20:21:40Z",278.0,https://www.bungie.net/en/PGCR/16549472521
16549466248,4,"2025-09-18T20:13:31Z",487.0,https://www.bungie.net/en/PGCR/16549466248
16549453646,4,"2025-09-18T20:07:54Z",275.0,https://www.bungie.net/en/PGCR/16549453646
16549447148,4,"2025-09-18T19:48:22Z",1182.0,https://www.bungie.net/en/PGCR/16549447148
16549427985,2,"2025-09-18T19:48:11Z",340.0,https://www.bungie.net/en/PGCR/16549427985
16499403730,3,"2025-08-26T21:55:03Z",1176.0,https://www.bungie.net/en/PGCR/16499403730
16499352266,3,"2025-08-26T21:53:01Z",114.0,https://www.bungie.net/en/PGCR/16499352266
16486444676,3,"2025-08-22T12:34:19Z",557.0,https://www.bungie.net/en/PGCR/16486444676
16484535876,3,"2025-08-21T20:07:29Z",328.0,https://www.bungie.net/en/PGCR/16484535876
16484517949,3,"2025-08-21T20:00:09Z",336.0,https://www.bungie.net/en/PGCR/16484517949
16484500304,3,"2025-08-21T19:54:56Z",286.0,https://www.bungie.net/en/PGCR/16484500304
16484486677,3,"2025-08-21T19:53:45Z",99.0,https://www.bungie.net/en/PGCR/16484486677
16484484665,3,"2025-08-21T19:48:01Z",304.0,https://www.bungie.net/en/PGCR/16484484665
16483244348,3,"2025-08-21T07:54:21Z",345.0,https://www.bungie.net/en/PGCR/16483244348
16483237252,3,"2025-08-21T07:48:37Z",309.0,https://www.bungie.net/en/PGCR/16483237252
16481138826,3,"2025-08-20T15:49:35Z",1943.0,https://www.bungie.net/en/PGCR/16481138826
16481044921,82,"2025-08-20T15:36:33Z",345.0,https://www.bungie.net/en/PGCR/16481044921
16481029688,3,"2025-08-20T15:30:46Z",267.0,https://www.bungie.net/en/PGCR/16481029688
16481019139,3,"2025-08-20T15:29:34Z",99.0,https://www.bungie.net/en/PGCR/16481019139
16481014518,3,"2025-08-20T15:23:10Z",330.0,https://www.bungie.net/en/PGCR/16481014518
16481001967,3,"2025-08-20T15:22:26Z",72.0,https://www.bungie.net/en/PGCR/16481001967
16481000073,3,"2025-08-20T15:16:01Z",351.0,https://www.bungie.net/en/PGCR/16481000073
16480982767,3,"2025-08-20T14:58:27Z",935.0,https://www.bungie.net/en/PGCR/16480982767
16480612355,3,"2025-08-20T12:01:11Z",269.0,https://www.bungie.net/en/PGCR/16480612355
16480604660,3,"2025-08-20T11:58:54Z",115.0,https://www.bungie.net/en/PGCR/16480604660
16480598584,3,"2025-08-20T11:55:37Z",78.0,https://www.bungie.net/en/PGCR/16480598584
16481076957,3,"2025-08-20T11:49:53Z",298.0,https://www.bungie.net/en/PGCR/16481076957
16480588560,3,"2025-08-20T11:45:28Z",244.0,https://www.bungie.net/en/PGCR/16480588560
16480581845,3,"2025-08-20T11:44:41Z",74.0,https://www.bungie.net/en/PGCR/16480581845
16480580396,3,"2025-08-20T11:39:59Z",255.0,https://www.bungie.net/en/PGCR/16480580396
16480528198,3,"2025-08-20T11:02:34Z",367.0,https://www.bungie.net/en/PGCR/16480528198
16480518250,3,"2025-08-20T10:56:12Z",355.0,https://www.bungie.net/en/PGCR/16480518250
16480509617,3,"2025-08-20T10:55:24Z",75.0,https://www.bungie.net/en/PGCR/16480509617
16480507503,3,"2025-08-20T10:46:15Z",477.0,https://www.bungie.net/en/PGCR/16480507503
16480495609,3,"2025-08-20T10:41:34Z",248.0,https://www.bungie.net/en/PGCR/16480495609
16480488768,3,"2025-08-20T10:37:41Z",213.0,https://www.bungie.net/en/PGCR/16480488768
16480483312,3,"2025-08-20T10:33:07Z",244.0,https://www.bungie.net/en/PGCR/16480483312
16480476983,3,"2025-08-20T10:28:16Z",266.0,https://www.bungie.net/en/PGCR/16480476983
16480470392,3,"2025-08-20T10:22:05Z",321.0,https://www.bungie.net/en/PGCR/16480470392
16480461628,3,"2025-08-20T10:18:01Z",215.0,https://www.bungie.net/en/PGCR/16480461628
16480456279,3,"2025-08-20T10:13:21Z",218.0,https://www.bungie.net/en/PGCR/16480456279
16480450229,3,"2025-08-20T10:09:31Z",211.0,https://www.bungie.net/en/PGCR/16480450229
16480440455,3,"2025-08-20T09:56:59Z",476.0,https://www.bungie.net/en/PGCR/16480440455
16480395476,3,"2025-08-20T09:23:53Z",596.0,https://www.bungie.net/en/PGCR/16480395476
16480381006,3,"2025-08-20T09:21:08Z",90.0,https://www.bungie.net/en/PGCR/16480381006
16480379594,3,"2025-08-20T09:16:42Z",238.0,https://www.bungie.net/en/PGCR/16480379594
16480374122,3,"2025-08-20T09:15:40Z",88.0,https://www.bungie.net/en/PGCR/16480374122
16480372755,3,"2025-08-20T09:11:20Z",240.0,https://www.bungie.net/en/PGCR/16480372755
16480366897,3,"2025-08-20T09:07:20Z",212.0,https://www.bungie.net/en/PGCR/16480366897
16480361332,3,"2025-08-20T09:02:21Z",271.0,https://www.bungie.net/en/PGCR/16480361332
16480354646,3,"2025-08-20T08:56:15Z",347.0,https://www.bungie.net/en/PGCR/16480354646
16480346417,3,"2025-08-20T08:50:53Z",274.0,https://www.bungie.net/en/PGCR/16480346417
16480689906,3,"2025-08-20T08:50:03Z",78.0,https://www.bungie.net/en/PGCR/16480689906
16480338429,3,"2025-08-20T08:45:28Z",246.0,https://www.bungie.net/en/PGCR/16480338429
16480332304,3,"2025-08-20T08:40:54Z",253.0,https://www.bungie.net/en/PGCR/16480332304
16480326356,3,"2025-08-20T08:36:40Z",224.0,https://www.bungie.net/en/PGCR/16480326356
16480320595,3,"2025-08-20T08:29:29Z",399.0,https://www.bungie.net/en/PGCR/16480320595
16480273915,3,"2025-08-20T07:55:26Z",308.0,https://www.bungie.net/en/PGCR/16480273915
16480266535,3,"2025-08-20T07:50:01Z",293.0,https://www.bungie.net/en/PGCR/16480266535
16480258591,3,"2025-08-20T07:44:40Z",295.0,https://www.bungie.net/en/PGCR/16480258591
16480251764,3,"2025-08-20T07:39:54Z",265.0,https://www.bungie.net/en/PGCR/16480251764
16480243097,3,"2025-08-20T07:33:23Z",239.0,https://www.bungie.net/en/PGCR/16480243097
16480236387,3,"2025-08-20T07:32:27Z",85.0,https://www.bungie.net/en/PGCR/16480236387
16480235079,3,"2025-08-20T07:31:41Z",74.0,https://www.bungie.net/en/PGCR/16480235079
16480233554,3,"2025-08-20T07:26:33Z",288.0,https://www.bungie.net/en/PGCR/16480233554
16480226558,3,"2025-08-20T07:22:20Z",223.0,https://www.bungie.net/en/PGCR/16480226558
16480220986,3,"2025-08-20T07:17:41Z",260.0,https://www.bungie.net/en/PGCR/16480220986
16480214217,3,"2025-08-20T07:13:24Z",232.0,https://www.bungie.net/en/PGCR/16480214217
16480208452,3,"2025-08-20T07:12:34Z",78.0,https://www.bungie.net/en/PGCR/16480208452
16480203360,3,"2025-08-20T07:04:28Z",268.0,https://www.bungie.net/en/PGCR/16480203360
16480195685,3,"2025-08-20T06:59:41Z",257.0,https://www.bungie.net/en/PGCR/16480195685
16480188142,3,"2025-08-20T06:55:35Z",226.0,https://www.bungie.net/en/PGCR/16480188142
16480178735,3,"2025-08-20T06:49:00Z",184.0,https://www.bungie.net/en/PGCR/16480178735
16480172808,3,"2025-08-20T06:43:16Z",282.0,https://www.bungie.net/en/PGCR/16480172808
16480163757,3,"2025-08-20T06:39:03Z",225.0,https://www.bungie.net/en/PGCR/16480163757
16480157552,3,"2025-08-20T06:34:18Z",257.0,https://www.bungie.net/en/PGCR/16480157552
16275911683,82,"2025-07-11T18:05:00Z",272.0,https://www.bungie.net/en/PGCR/16275911683
16264086750,82,"2025-07-07T14:03:58Z",481.0,https://www.bungie.net/en/PGCR/16264086750
16263631853,6,"2025-07-07T06:07:13Z",1187.0,https://www.bungie.net/en/PGCR/16263631853
16263604287,6,"2025-07-07T05:17:53Z",2767.0,https://www.bungie.net/en/PGCR/16263604287
16224076241,6,"2025-06-18T09:33:50Z",74.0,https://www.bungie.net/en/PGCR/16224076241
16220095844,82,"2025-06-16T11:57:58Z",113.0,https://www.bungie.net/en/PGCR/16220095844
16220092993,82,"2025-06-16T11:50:27Z",375.0,https://www.bungie.net/en/PGCR/16220092993
16219996398,82,"2025-06-16T09:40:11Z",1132.0,https://www.bungie.net/en/PGCR/16219996398
16219982104,6,"2025-06-16T09:32:05Z",514.0,https://www.bungie.net/en/PGCR/16219982104
16161292702,82,"2025-05-21T10:32:58Z",1591.0,https://www.bungie.net/en/PGCR/16161292702
16155530414,82,"2025-05-18T22:18:17Z",745.0,https://www.bungie.net/en/PGCR/16155530414
16154473026,4,"2025-05-18T15:41:41Z",351.0,https://www.bungie.net/en/PGCR/16154473026
16154421393,6,"2025-05-18T15:17:46Z",418.0,https://www.bungie.net/en/PGCR/16154421393
16154380932,4,"2025-05-18T14:56:15Z",650.0,https://www.bungie.net/en/PGCR/16154380932
16149167356,6,"2025-05-16T18:28:33Z",1583.0,https://www.bungie.net/en/PGCR/16149167356
16140140278,6,"2025-05-13T02:40:10Z",3122.0,https://www.bungie.net/en/PGCR/16140140278
16140017290,46,"2025-05-13T02:22:31Z",795.0,https://www.bungie.net/en/PGCR/16140017290
16139973029,46,"2025-05-13T02:03:36Z",797.0,https://www.bungie.net/en/PGCR/16139973029
16139931593,46,"2025-05-13T01:45:22Z",815.0,https://www.bungie.net/en/PGCR/16139931593
16139875018,46,"2025-05-13T01:21:40Z",781.0,https://www.bungie.net/en/PGCR/16139875018
16139831337,46,"2025-05-13T01:01:04Z",900.0,https://www.bungie.net/en/PGCR/16139831337
16139780601,46,"2025-05-13T00:41:39Z",770.0,https://www.bungie.net/en/PGCR/16139780601
16139723310,46,"2025-05-13T00:16:43Z",803.0,https://www.bungie.net/en/PGCR/16139723310
16139684786,46,"2025-05-13T00:01:26Z",715.0,https://www.bungie.net/en/PGCR/16139684786
16130389918,46,"2025-05-09T21:44:04Z",901.0,https://www.bungie.net/en/PGCR/16130389918
16127914788,46,"2025-05-08T23:30:38Z",768.0,https://www.bungie.net/en/PGCR/16127914788
16127861032,46,"2025-05-08T23:07:39Z",818.0,https://www.bungie.net/en/PGCR/16127861032
16127822395,46,"2025-05-08T22:51:27Z",827.0,https://www.bungie.net/en/PGCR/16127822395
16127784346,46,"2025-05-08T22:37:52Z",663.0,https://www.bungie.net/en/PGCR/16127784346
16127721418,46,"2025-05-08T22:07:58Z",889.0,https://www.bungie.net/en/PGCR/16127721418
16127678524,46,"2025-05-08T21:53:40Z",685.0,https://www.bungie.net/en/PGCR/16127678524
16124174944,46,"2025-05-07T17:31:15Z",812.0,https://www.bungie.net/en/PGCR/16124174944
16124124979,2,"2025-05-07T17:23:33Z",99.0,https://www.bungie.net/en/PGCR/16124124979
16120487412,2,"2025-05-06T17:24:08Z",114.0,https://www.bungie.net/en/PGCR/16120487412
16105255567,6,"2025-04-29T14:01:13Z",1875.0,https://www.bungie.net/en/PGCR/16105255567
16050373352,82,"2025-04-05T00:23:01Z",1301.0,https://www.bungie.net/en/PGCR/16050373352
16050329487,82,"2025-04-05T00:21:33Z",115.0,https://www.bungie.net/en/PGCR/16050329487
16050326411,6,"2025-04-05T00:16:58Z",301.0,https://www.bungie.net/en/PGCR/16050326411
15917167955,84,"2025-02-18T02:33:49Z",261.0,https://www.bungie.net/en/PGCR/15917167955
15917151788,84,"2025-02-18T02:25:26Z",440.0,https://www.bungie.net/en/PGCR/15917151788
15917126530,84,"2025-02-18T02:19:48Z",274.0,https://www.bungie.net/en/PGCR/15917126530
15917106115,84,"2025-02-18T02:12:10Z",358.0,https://www.bungie.net/en/PGCR/15917106115
15917081184,84,"2025-02-18T02:06:07Z",259.0,https://www.bungie.net/en/PGCR/15917081184
15917065210,84,"2025-02-18T01:59:37Z",338.0,https://www.bungie.net/en/PGCR/15917065210
15917045130,84,"2025-02-18T01:50:57Z",480.0,https://www.bungie.net/en/PGCR/15917045130
15917017021,84,"2025-02-18T01:45:02Z",318.0,https://www.bungie.net/en/PGCR/15917017021
15916997087,84,"2025-02-18T01:38:41Z",335.0,https://www.bungie.net/en/PGCR/15916997087
15916977120,84,"2025-02-18T01:32:58Z",292.0,https://www.bungie.net/en/PGCR/15916977120
15916959965,84,"2025-02-18T01:27:15Z",306.0,https://www.bungie.net/en/PGCR/15916959965
15916942395,84,"2025-02-18T01:18:28Z",491.0,https://www.bungie.net/en/PGCR/15916942395
15916909871,84,"2025-02-18T01:09:44Z",399.0,https://www.bungie.net/en/PGCR/15916909871
15916877166,84,"2025-02-18T01:00:07Z",355.0,https://www.bungie.net/en/PGCR/15916877166
15916856176,84,"2025-02-18T00:54:24Z",298.0,https://www.bungie.net/en/PGCR/15916856176
15916839643,84,"2025-02-18T00:45:54Z",482.0,https://www.bungie.net/en/PGCR/15916839643
15916811591,84,"2025-02-18T00:39:46Z",334.0,https://www.bungie.net/en/PGCR/15916811591
15916791746,84,"2025-02-18T00:30:26Z",512.0,https://www.bungie.net/en/PGCR/15916791746
15916761026,84,"2025-02-18T00:21:02Z",500.0,https://www.bungie.net/en/PGCR/15916761026
15916731246,84,"2025-02-18T00:14:37Z",314.0,https://www.bungie.net/en/PGCR/15916731246
15916701541,84,"2025-02-18T00:04:25Z",375.0,https://www.bungie.net/en/PGCR/15916701541
15916679109,84,"2025-02-17T23:55:50Z",470.0,https://www.bungie.net/en/PGCR/15916679109
15916646326,84,"2025-02-17T23:47:18Z",360.0,https://www.bungie.net/en/PGCR/15916646326
15916625520,84,"2025-02-17T23:39:03Z",457.0,https://www.bungie.net/en/PGCR/15916625520
15916590204,84,"2025-02-17T23:29:25Z",411.0,https://www.bungie.net/en/PGCR/15916590204
15916565914,84,"2025-02-17T23:18:20Z",595.0,https://www.bungie.net/en/PGCR/15916565914
